"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","382","Get products list","tests","Tue Apr 07 17:19:54 UTC 2026","failed","Tue Apr 07 17:19:55 UTC 2026","TestUsers","test_example","",""
